Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5192011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192011LRA	P-MTAB-23069	5192011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361011	A-AFFY-43	003017361011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.12.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	2	hour
5192012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192012LRA	P-MTAB-23069	5192012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361012	A-AFFY-43	003017361012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.12.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	2	hour
5192021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192021LRA	P-MTAB-23069	5192021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361019	A-AFFY-43	003017361019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.12.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	8	hour
5192022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192022LRA	P-MTAB-23069	5192022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361020	A-AFFY-43	003017361020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	8	hour
5192031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192031LRA	P-MTAB-23069	5192031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361027	A-AFFY-43	003017361027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	24	hour
5192032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192032LRA	P-MTAB-23069	5192032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361028	A-AFFY-43	003017361028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Control	24	hour
5192041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192041LRA	P-MTAB-23069	5192041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361013	A-AFFY-43	003017361013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	2	hour
5192042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192042LRA	P-MTAB-23069	5192042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361014	A-AFFY-43	003017361014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	2	hour
5192051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192051LRA	P-MTAB-23069	5192051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361021	A-AFFY-43	003017361021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	8	hour
5192052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192052LRA	P-MTAB-23069	5192052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361022	A-AFFY-43	003017361022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	8	hour
5192061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192061LRA	P-MTAB-23069	5192061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361029	A-AFFY-43	003017361029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	24	hour
5192062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Low	0.24	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192062LRA	P-MTAB-23069	5192062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361030	A-AFFY-43	003017361030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Low	24	hour
5192071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192071LRA	P-MTAB-23069	5192071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361015	A-AFFY-43	003017361015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	2	hour
5192072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192072LRA	P-MTAB-23069	5192072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361016	A-AFFY-43	003017361016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	2	hour
5192081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192081LRA	P-MTAB-23069	5192081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361023	A-AFFY-43	003017361023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	8	hour
5192082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192082LRA	P-MTAB-23069	5192082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361024	A-AFFY-43	003017361024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	8	hour
5192091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192091LRA	P-MTAB-23069	5192091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017362001	A-AFFY-43	003017362001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	24	hour
5192092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	Middle	1.2	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192092LRA	P-MTAB-23069	5192092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017362002	A-AFFY-43	003017362002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	Middle	24	hour
5192101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192101LRA	P-MTAB-23069	5192101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361017	A-AFFY-43	003017361017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	2	hour
5192102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5192102LRA	P-MTAB-23069	5192102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361018	A-AFFY-43	003017361018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	2	hour
5192111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192111LRA	P-MTAB-23069	5192111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361025	A-AFFY-43	003017361025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	8	hour
5192112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5192112LRA	P-MTAB-23069	5192112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017361026	A-AFFY-43	003017361026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	8	hour
5192121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192121LRA	P-MTAB-23069	5192121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017362003	A-AFFY-43	003017362003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	24	hour
5192122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	cyclosporine A	ChEMBL	CHEMBL160	High	6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5192122LRA	P-MTAB-23069	5192122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017362004	A-AFFY-43	003017362004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	cyclosporine A	ChEMBL	CHEMBL160	High	24	hour
5182011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182011LRA	P-MTAB-23069	5182011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356017	A-AFFY-43	003017356017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	2	hour
5182012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182012LRA	P-MTAB-23069	5182012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356018	A-AFFY-43	003017356018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	2	hour
5182021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182021LRA	P-MTAB-23069	5182021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356025	A-AFFY-43	003017356025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	8	hour
5182022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182022LRA	P-MTAB-23069	5182022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356026	A-AFFY-43	003017356026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	8	hour
5182031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182031LRA	P-MTAB-23069	5182031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357003	A-AFFY-43	003017357003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	24	hour
5182032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182032LRA	P-MTAB-23069	5182032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357004	A-AFFY-43	003017357004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Control	24	hour
5182041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182041LRA	P-MTAB-23069	5182041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356019	A-AFFY-43	003017356019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	2	hour
5182042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182042LRA	P-MTAB-23069	5182042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356020	A-AFFY-43	003017356020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	2	hour
5182051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182051LRA	P-MTAB-23069	5182051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356027	A-AFFY-43	003017356027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	8	hour
5182052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182052LRA	P-MTAB-23069	5182052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356028	A-AFFY-43	003017356028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	8	hour
5182061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182061LRA	P-MTAB-23069	5182061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357005	A-AFFY-43	003017357005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	24	hour
5182062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Low	1.4	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182062LRA	P-MTAB-23069	5182062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357006	A-AFFY-43	003017357006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Low	24	hour
5182071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182071LRA	P-MTAB-23069	5182071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356021	A-AFFY-43	003017356021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	2	hour
5182072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182072LRA	P-MTAB-23069	5182072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356022	A-AFFY-43	003017356022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	2	hour
5182081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182081LRA	P-MTAB-23069	5182081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356029	A-AFFY-43	003017356029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	8	hour
5182082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182082LRA	P-MTAB-23069	5182082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356030	A-AFFY-43	003017356030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	8	hour
5182091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182091LRA	P-MTAB-23069	5182091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357007	A-AFFY-43	003017357007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	24	hour
5182092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	Middle	7	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182092LRA	P-MTAB-23069	5182092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357008	A-AFFY-43	003017357008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	Middle	24	hour
5182101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182101LRA	P-MTAB-23069	5182101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356023	A-AFFY-43	003017356023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	2	hour
5182102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5182102LRA	P-MTAB-23069	5182102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017356024	A-AFFY-43	003017356024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	2	hour
5182111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182111LRA	P-MTAB-23069	5182111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357001	A-AFFY-43	003017357001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	8	hour
5182112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5182112LRA	P-MTAB-23069	5182112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357002	A-AFFY-43	003017357002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	8	hour
5182121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182121LRA	P-MTAB-23069	5182121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357009	A-AFFY-43	003017357009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	24	hour
5182122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	danazol	ChEMBL	CHEMBL1479	High	35	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5182122LRA	P-MTAB-23069	5182122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017357010	A-AFFY-43	003017357010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	danazol	ChEMBL	CHEMBL1479	High	24	hour
5174011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	dantrolene	ChEMBL	CHEMBL1201288	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5174011LRA	P-MTAB-23069	5174011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017346005	A-AFFY-43	003017346005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	dantrolene	ChEMBL	CHEMBL1201288	Control	2	hour
5174012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	dantrolene	ChEMBL	CHEMBL1201288	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5174012LRA	P-MTAB-23069	5174012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017346006	A-AFFY-43	003017346006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.13.zip	dantrolene	ChEMBL	CHEMBL1201288	Control	2	hour
