Source Name	Material Type	Characteristics[Organism]	Characteristics[StrainOrLine]	Characteristics[Sex]	Characteristics[Age]	Unit[TimeUnit]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[DeliveryMethod]	Parameter Value[TimeOfSacrifice]	Unit[TimeUnit]	Protocol REF	Sample Name	Material Type	Characteristics[OrganismPart]	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfSacrifice]	Unit[TimeUnit]	Factor Value[OrganismPart]
196085	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Low	15	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196085LRB	organism_part	liver	P-MTAB-22989	0196085LRB	P-MTAB-22990	0196085LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686004	A-AFFY-43	003017686004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Low	24	hour	liver
196092	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196092LRB	organism_part	liver	P-MTAB-22989	0196092LRB	P-MTAB-22990	0196092LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687011	A-AFFY-43	003017687011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	3	hour	liver
196094	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196094LRB	organism_part	liver	P-MTAB-22989	0196094LRB	P-MTAB-22990	0196094LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687012	A-AFFY-43	003017687012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	3	hour	liver
196095	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196095LRB	organism_part	liver	P-MTAB-22989	0196095LRB	P-MTAB-22990	0196095LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687013	A-AFFY-43	003017687013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	3	hour	liver
196101	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196101LRB	organism_part	liver	P-MTAB-22989	0196101LRB	P-MTAB-22990	0196101LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687023	A-AFFY-43	003017687023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	6	hour	liver
196103	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196103LRB	organism_part	liver	P-MTAB-22989	0196103LRB	P-MTAB-22990	0196103LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687024	A-AFFY-43	003017687024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	6	hour	liver
196105	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196105LRB	organism_part	liver	P-MTAB-22989	0196105LRB	P-MTAB-22990	0196105LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687025	A-AFFY-43	003017687025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	6	hour	liver
196111	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196111LRC	organism_part	liver	P-MTAB-22989	0196111LRC	P-MTAB-22990	0196111LRC	synthetic_RNA	biotin	P-MTAB-22991	3017685023	A-AFFY-43	003017685023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	9	hour	liver
196112	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196112LRB	organism_part	liver	P-MTAB-22989	0196112LRB	P-MTAB-22990	0196112LRB	synthetic_RNA	biotin	P-MTAB-22991	3017685024	A-AFFY-43	003017685024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	9	hour	liver
196114	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196114LRB	organism_part	liver	P-MTAB-22989	0196114LRB	P-MTAB-22990	0196114LRB	synthetic_RNA	biotin	P-MTAB-22991	3017685025	A-AFFY-43	003017685025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	9	hour	liver
196122	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196122LRB	organism_part	liver	P-MTAB-22989	0196122LRB	P-MTAB-22990	0196122LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686005	A-AFFY-43	003017686005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	24	hour	liver
196124	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196124LRB	organism_part	liver	P-MTAB-22989	0196124LRB	P-MTAB-22990	0196124LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686006	A-AFFY-43	003017686006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	24	hour	liver
196125	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	Middle	50	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196125LRB	organism_part	liver	P-MTAB-22989	0196125LRB	P-MTAB-22990	0196125LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686007	A-AFFY-43	003017686007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	Middle	24	hour	liver
196132	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196132LRB	organism_part	liver	P-MTAB-22989	0196132LRB	P-MTAB-22990	0196132LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687014	A-AFFY-43	003017687014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	High	3	hour	liver
196133	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196133LRB	organism_part	liver	P-MTAB-22989	0196133LRB	P-MTAB-22990	0196133LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687015	A-AFFY-43	003017687015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	High	3	hour	liver
196134	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0196134LRB	organism_part	liver	P-MTAB-22989	0196134LRB	P-MTAB-22990	0196134LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687016	A-AFFY-43	003017687016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	High	3	hour	liver
196141	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196141LRB	organism_part	liver	P-MTAB-22989	0196141LRB	P-MTAB-22990	0196141LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687026	A-AFFY-43	003017687026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	High	6	hour	liver
196142	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196142LRB	organism_part	liver	P-MTAB-22989	0196142LRB	P-MTAB-22990	0196142LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687027	A-AFFY-43	003017687027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.23.zip	coumarin	ChEMBL	CHEMBL6466	High	6	hour	liver
196144	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0196144LRB	organism_part	liver	P-MTAB-22989	0196144LRB	P-MTAB-22990	0196144LRB	synthetic_RNA	biotin	P-MTAB-22991	3017687028	A-AFFY-43	003017687028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	6	hour	liver
196152	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196152LRC	organism_part	liver	P-MTAB-22989	0196152LRC	P-MTAB-22990	0196152LRC	synthetic_RNA	biotin	P-MTAB-22991	3017685026	A-AFFY-43	003017685026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	9	hour	liver
196154	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196154LRB	organism_part	liver	P-MTAB-22989	0196154LRB	P-MTAB-22990	0196154LRB	synthetic_RNA	biotin	P-MTAB-22991	3017685027	A-AFFY-43	003017685027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	9	hour	liver
196155	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0196155LRB	organism_part	liver	P-MTAB-22989	0196155LRB	P-MTAB-22990	0196155LRB	synthetic_RNA	biotin	P-MTAB-22991	3017685028	A-AFFY-43	003017685028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	9	hour	liver
196161	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196161LRB	organism_part	liver	P-MTAB-22989	0196161LRB	P-MTAB-22990	0196161LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686008	A-AFFY-43	003017686008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	24	hour	liver
196163	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196163LRB	organism_part	liver	P-MTAB-22989	0196163LRB	P-MTAB-22990	0196163LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686009	A-AFFY-43	003017686009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	24	hour	liver
196165	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	coumarin	ChEMBL	CHEMBL6466	High	150	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0196165LRB	organism_part	liver	P-MTAB-22989	0196165LRB	P-MTAB-22990	0196165LRB	synthetic_RNA	biotin	P-MTAB-22991	3017686010	A-AFFY-43	003017686010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	coumarin	ChEMBL	CHEMBL6466	High	24	hour	liver
627011	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627011LRA	organism_part	liver	P-MTAB-22989	0627011LRA	P-MTAB-22990	0627011LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622009	A-AFFY-43	003017622009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	3	hour	liver
627013	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627013LRA	organism_part	liver	P-MTAB-22989	0627013LRA	P-MTAB-22990	0627013LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622011	A-AFFY-43	003017622011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	3	hour	liver
627012	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627012LRB	organism_part	liver	P-MTAB-22989	0627012LRB	P-MTAB-22990	0627012LRB	synthetic_RNA	biotin	P-MTAB-22991	3017641029	A-AFFY-43	003017641029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	3	hour	liver
627021	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627021LRA	organism_part	liver	P-MTAB-22989	0627021LRA	P-MTAB-22990	0627021LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622021	A-AFFY-43	003017622021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	6	hour	liver
627022	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627022LRA	organism_part	liver	P-MTAB-22989	0627022LRA	P-MTAB-22990	0627022LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622022	A-AFFY-43	003017622022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	6	hour	liver
627023	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627023LRA	organism_part	liver	P-MTAB-22989	0627023LRA	P-MTAB-22990	0627023LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622023	A-AFFY-43	003017622023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	6	hour	liver
627031	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0627031LRA	organism_part	liver	P-MTAB-22989	0627031LRA	P-MTAB-22990	0627031LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621015	A-AFFY-43	003017621015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	9	hour	liver
627032	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0627032LRA	organism_part	liver	P-MTAB-22989	0627032LRA	P-MTAB-22990	0627032LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621016	A-AFFY-43	003017621016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	9	hour	liver
627035	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0627035LRA	organism_part	liver	P-MTAB-22989	0627035LRA	P-MTAB-22990	0627035LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621017	A-AFFY-43	003017621017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	9	hour	liver
627042	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0627042LRA	organism_part	liver	P-MTAB-22989	0627042LRA	P-MTAB-22990	0627042LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621027	A-AFFY-43	003017621027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	24	hour	liver
627043	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0627043LRA	organism_part	liver	P-MTAB-22989	0627043LRA	P-MTAB-22990	0627043LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621028	A-AFFY-43	003017621028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	24	hour	liver
627044	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Control	0	milligram per kilogram	Gavage	24	hour	P-MTAB-22988	0627044LRA	organism_part	liver	P-MTAB-22989	0627044LRA	P-MTAB-22990	0627044LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621029	A-AFFY-43	003017621029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Control	24	hour	liver
627052	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627052LRA	organism_part	liver	P-MTAB-22989	0627052LRA	P-MTAB-22990	0627052LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622012	A-AFFY-43	003017622012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	3	hour	liver
627053	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627053LRA	organism_part	liver	P-MTAB-22989	0627053LRA	P-MTAB-22990	0627053LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622013	A-AFFY-43	003017622013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	3	hour	liver
627054	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	3	hour	P-MTAB-22988	0627054LRA	organism_part	liver	P-MTAB-22989	0627054LRA	P-MTAB-22990	0627054LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622014	A-AFFY-43	003017622014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	3	hour	liver
627062	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627062LRA	organism_part	liver	P-MTAB-22989	0627062LRA	P-MTAB-22990	0627062LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622024	A-AFFY-43	003017622024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	6	hour	liver
627064	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627064LRA	organism_part	liver	P-MTAB-22989	0627064LRA	P-MTAB-22990	0627064LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622025	A-AFFY-43	003017622025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	6	hour	liver
627065	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	6	hour	P-MTAB-22988	0627065LRA	organism_part	liver	P-MTAB-22989	0627065LRA	P-MTAB-22990	0627065LRA	synthetic_RNA	biotin	P-MTAB-22991	3017622026	A-AFFY-43	003017622026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	6	hour	liver
627072	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-22986	P-MTAB-22987	cyclophosphamide	ChEMBL	CHEMBL88	Low	15	milligram per kilogram	Gavage	9	hour	P-MTAB-22988	0627072LRA	organism_part	liver	P-MTAB-22989	0627072LRA	P-MTAB-22990	0627072LRA	synthetic_RNA	biotin	P-MTAB-22991	3017621018	A-AFFY-43	003017621018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.24.zip	cyclophosphamide	ChEMBL	CHEMBL88	Low	9	hour	liver
