Source Name	Material Type	Characteristics[Organism]	Characteristics[StrainOrLine]	Characteristics[Sex]	Characteristics[Age]	Unit[TimeUnit]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[DeliveryMethod]	Parameter Value[TimeOfSacrifice]	Unit[TimeUnit]	Protocol REF	Sample Name	Material Type	Characteristics[OrganismPart]	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfSacrifice]	Unit[TimeUnit]	Factor Value[OrganismPart]
543103	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0543103LRA	organism_part	liver	P-MTAB-23029	0543103LRA	P-MTAB-23030	0543103LRA	synthetic_RNA	biotin	P-MTAB-23031	3017453008	A-AFFY-43	003017453008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	8	day	liver
543104	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0543104LRA	organism_part	liver	P-MTAB-23029	0543104LRA	P-MTAB-23030	0543104LRA	synthetic_RNA	biotin	P-MTAB-23031	3017453009	A-AFFY-43	003017453009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	8	day	liver
543111	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543111LRA	organism_part	liver	P-MTAB-23029	0543111LRA	P-MTAB-23030	0543111LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435020	A-AFFY-43	003017435020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	15	day	liver
543112	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543112LRA	organism_part	liver	P-MTAB-23029	0543112LRA	P-MTAB-23030	0543112LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435021	A-AFFY-43	003017435021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	15	day	liver
543114	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543114LRA	organism_part	liver	P-MTAB-23029	0543114LRA	P-MTAB-23030	0543114LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435022	A-AFFY-43	003017435022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	15	day	liver
543121	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543121LRA	organism_part	liver	P-MTAB-23029	0543121LRA	P-MTAB-23030	0543121LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436002	A-AFFY-43	003017436002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	29	day	liver
543122	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543122LRA	organism_part	liver	P-MTAB-23029	0543122LRA	P-MTAB-23030	0543122LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436003	A-AFFY-43	003017436003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	29	day	liver
543123	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	Middle	300	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543123LRA	organism_part	liver	P-MTAB-23029	0543123LRA	P-MTAB-23030	0543123LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436004	A-AFFY-43	003017436004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	Middle	29	day	liver
543131	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0543131LRA	organism_part	liver	P-MTAB-23029	0543131LRA	P-MTAB-23030	0543131LRA	synthetic_RNA	biotin	P-MTAB-23031	3017452028	A-AFFY-43	003017452028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	4	day	liver
543133	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0543133LRA	organism_part	liver	P-MTAB-23029	0543133LRA	P-MTAB-23030	0543133LRA	synthetic_RNA	biotin	P-MTAB-23031	3017452029	A-AFFY-43	003017452029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	4	day	liver
543134	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0543134LRA	organism_part	liver	P-MTAB-23029	0543134LRA	P-MTAB-23030	0543134LRA	synthetic_RNA	biotin	P-MTAB-23031	3017452030	A-AFFY-43	003017452030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	4	day	liver
543141	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0543141LRA	organism_part	liver	P-MTAB-23029	0543141LRA	P-MTAB-23030	0543141LRA	synthetic_RNA	biotin	P-MTAB-23031	3017453010	A-AFFY-43	003017453010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	8	day	liver
543143	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0543143LRA	organism_part	liver	P-MTAB-23029	0543143LRA	P-MTAB-23030	0543143LRA	synthetic_RNA	biotin	P-MTAB-23031	3017453011	A-AFFY-43	003017453011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	8	day	liver
543145	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0543145LRA	organism_part	liver	P-MTAB-23029	0543145LRA	P-MTAB-23030	0543145LRA	synthetic_RNA	biotin	P-MTAB-23031	3017453012	A-AFFY-43	003017453012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	8	day	liver
543151	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543151LRA	organism_part	liver	P-MTAB-23029	0543151LRA	P-MTAB-23030	0543151LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435023	A-AFFY-43	003017435023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	15	day	liver
543153	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543153LRA	organism_part	liver	P-MTAB-23029	0543153LRA	P-MTAB-23030	0543153LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435024	A-AFFY-43	003017435024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	15	day	liver
543154	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0543154LRA	organism_part	liver	P-MTAB-23029	0543154LRA	P-MTAB-23030	0543154LRA	synthetic_RNA	biotin	P-MTAB-23031	3017435025	A-AFFY-43	003017435025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	15	day	liver
543161	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543161LRA	organism_part	liver	P-MTAB-23029	0543161LRA	P-MTAB-23030	0543161LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436005	A-AFFY-43	003017436005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	29	day	liver
543163	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543163LRA	organism_part	liver	P-MTAB-23029	0543163LRA	P-MTAB-23030	0543163LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436006	A-AFFY-43	003017436006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	29	day	liver
543164	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormadinone	ChEMBL	CHEMBL1697830	High	1000	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0543164LRA	organism_part	liver	P-MTAB-23029	0543164LRA	P-MTAB-23030	0543164LRA	synthetic_RNA	biotin	P-MTAB-23031	3017436007	A-AFFY-43	003017436007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormadinone	ChEMBL	CHEMBL1697830	High	29	day	liver
303011	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303011LRB	organism_part	liver	P-MTAB-23029	0303011LRB	P-MTAB-23030	0303011LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094001	A-AFFY-43	003017094001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	4	day	liver
303013	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303013LRB	organism_part	liver	P-MTAB-23029	0303013LRB	P-MTAB-23030	0303013LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094002	A-AFFY-43	003017094002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	4	day	liver
303014	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303014LRB	organism_part	liver	P-MTAB-23029	0303014LRB	P-MTAB-23030	0303014LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094003	A-AFFY-43	003017094003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	4	day	liver
303021	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303021LRB	organism_part	liver	P-MTAB-23029	0303021LRB	P-MTAB-23030	0303021LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094013	A-AFFY-43	003017094013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	8	day	liver
303024	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303024LRB	organism_part	liver	P-MTAB-23029	0303024LRB	P-MTAB-23030	0303024LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094014	A-AFFY-43	003017094014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	8	day	liver
303025	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303025LRB	organism_part	liver	P-MTAB-23029	0303025LRB	P-MTAB-23030	0303025LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094015	A-AFFY-43	003017094015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	8	day	liver
303031	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303031LRA	organism_part	liver	P-MTAB-23029	0303031LRA	P-MTAB-23030	0303031LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097003	A-AFFY-43	003017097003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	15	day	liver
303033	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303033LRA	organism_part	liver	P-MTAB-23029	0303033LRA	P-MTAB-23030	0303033LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097004	A-AFFY-43	003017097004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	15	day	liver
303034	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303034LRA	organism_part	liver	P-MTAB-23029	0303034LRA	P-MTAB-23030	0303034LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097005	A-AFFY-43	003017097005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	15	day	liver
303042	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0303042LRA	organism_part	liver	P-MTAB-23029	0303042LRA	P-MTAB-23030	0303042LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097015	A-AFFY-43	003017097015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	29	day	liver
303044	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0303044LRA	organism_part	liver	P-MTAB-23029	0303044LRA	P-MTAB-23030	0303044LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097016	A-AFFY-43	003017097016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	29	day	liver
303045	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Control	0	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0303045LRA	organism_part	liver	P-MTAB-23029	0303045LRA	P-MTAB-23030	0303045LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097017	A-AFFY-43	003017097017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Control	29	day	liver
303051	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303051LRB	organism_part	liver	P-MTAB-23029	0303051LRB	P-MTAB-23030	0303051LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094004	A-AFFY-43	003017094004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	4	day	liver
303053	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303053LRB	organism_part	liver	P-MTAB-23029	0303053LRB	P-MTAB-23030	0303053LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094005	A-AFFY-43	003017094005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	4	day	liver
303054	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	4	day	P-MTAB-23028	0303054LRB	organism_part	liver	P-MTAB-23029	0303054LRB	P-MTAB-23030	0303054LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094006	A-AFFY-43	003017094006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	4	day	liver
303061	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303061LRB	organism_part	liver	P-MTAB-23029	0303061LRB	P-MTAB-23030	0303061LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094016	A-AFFY-43	003017094016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	8	day	liver
303063	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303063LRB	organism_part	liver	P-MTAB-23029	0303063LRB	P-MTAB-23030	0303063LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094017	A-AFFY-43	003017094017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	8	day	liver
303064	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	8	day	P-MTAB-23028	0303064LRB	organism_part	liver	P-MTAB-23029	0303064LRB	P-MTAB-23030	0303064LRB	synthetic_RNA	biotin	P-MTAB-23031	3017094018	A-AFFY-43	003017094018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	8	day	liver
303071	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303071LRA	organism_part	liver	P-MTAB-23029	0303071LRA	P-MTAB-23030	0303071LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097006	A-AFFY-43	003017097006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	15	day	liver
303072	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303072LRA	organism_part	liver	P-MTAB-23029	0303072LRA	P-MTAB-23030	0303072LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097007	A-AFFY-43	003017097007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	15	day	liver
303073	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	15	day	P-MTAB-23028	0303073LRA	organism_part	liver	P-MTAB-23029	0303073LRA	P-MTAB-23030	0303073LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097008	A-AFFY-43	003017097008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	15	day	liver
303083	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0303083LRA	organism_part	liver	P-MTAB-23029	0303083LRA	P-MTAB-23030	0303083LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097018	A-AFFY-43	003017097018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	29	day	liver
303084	whole_organism	Rattus norvegicus	Crj:CD(SD)IGS	male	6	week	P-MTAB-23026	P-MTAB-23027	chlormezanone	ChEMBL	CHEMBL1200714	Low	50	milligram per kilogram	Gavage	29	day	P-MTAB-23028	0303084LRA	organism_part	liver	P-MTAB-23029	0303084LRA	P-MTAB-23030	0303084LRA	synthetic_RNA	biotin	P-MTAB-23031	3017097019	A-AFFY-43	003017097019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-800/E-MTAB-800.raw.17.zip	chlormezanone	ChEMBL	CHEMBL1200714	Low	29	day	liver
